Rank,Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9144,Kidou Senshi Gundam: Shin Gihren no Yabou,2011,Strategy,0,0,0.14,0,0.14
9145,How to Train Your Dragon,2010,Action,0.11,0.02,0,0.01,0.14
9146,Your Shape: Fitness Evolved 2013,2012,Action,0.06,0.07,0,0.01,0.14
9147,My Fitness Coach: Club,2011,Sports,0,0.1,0,0.04,0.14
9148,NBA ShootOut 2002,2001,Sports,0.08,0.05,0,0.01,0.14
9149,SingStar Vol. 3,2008,Misc,0,0.11,0,0.03,0.14
9150,The Granstream Saga,1997,Role-Playing,0.08,0.05,0,0.01,0.14
9151,Scene It? Bright Lights! Big Screen!,2009,Misc,0.13,0,0,0.01,0.14
9152,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",2007,Role-Playing,0,0,0.13,0,0.14
9153,WCW Backstage Assault,2007,Action,0.11,0.03,0,0,0.14
9154,Micro Machines 64 Turbo,1999,Racing,0.11,0.03,0,0,0.14
9155,Bassmasters 2000,1999,Sports,0.11,0.03,0,0,0.14
9156,Baldur's Gate: Dark Alliance,2002,Role-Playing,0.11,0.03,0,0,0.14
9157,Bio FREAKS,1998,Action,0.11,0.03,0,0,0.14
9158,Eternal Eyes,1999,Role-Playing,0.08,0.05,0,0.01,0.14
9159,Injustice: Gods Among Us,2013,Fighting,0.11,0.01,0,0.02,0.14
9160,Fate/Unlimited Codes,2008,Fighting,0,0,0.14,0,0.14
9161,Atari's Greatest Hits: Volume 1,2010,Misc,0.13,0,0,0.01,0.14
9162,The Operative: No One Lives Forever,2002,Shooter,0.07,0.05,0,0.02,0.14
9163,International Cricket 2010,2010,Sports,0,0.12,0,0.02,0.14
9164,Epidemic,1995,Shooter,0.02,0.01,0.1,0.01,0.14
9165,Monster House,2006,Adventure,0.11,0.03,0,0,0.14
9166,Dead or Alive 2,2000,Fighting,0,0,0.14,0,0.14
9167,Buck Fever,2009,Sports,0.13,0,0,0.01,0.14
9168,NCAA Basketball Final Four 97,1997,Sports,0.08,0.05,0,0.01,0.14
9169,Ecco the Dolphin: Defender of the Future,2002,Adventure,0.07,0.05,0,0.02,0.14
9170,Heroes over Europe,2009,Simulation,0.1,0.03,0,0.01,0.14
9171,The Bombing Islands,1997,Platform,0.08,0.05,0,0.01,0.14
9172,Earth Defense Force 2: Invaders from Planet Space,2011,Action,0,0,0.14,0,0.14
9173,Bejeweled 3,2007,Puzzle,0.13,0,0,0.01,0.14
9174,Monster Jam,2007,Racing,0.13,0,0,0.01,0.14
9175,Robots,2005,Action,0.12,0.01,0,0.01,0.14
9176,Gyakuten Saiban 2,2002,Action,0,0,0.14,0,0.14
9177,Godzilla: Save the Earth,2004,Fighting,0.1,0.03,0,0,0.14
9178,Skylanders Giants,2012,Action,0.12,0.01,0,0.01,0.14
9179,Eragon,2006,Action,0.12,0.01,0,0.01,0.14
9180,Micro Machines,2002,Racing,0.07,0.05,0,0.02,0.14
9181,Detective Barbie: The Mystery Cruise,1999,Adventure,0.08,0.05,0,0.01,0.14
9182,Jim Henson's the Muppets: On With the Show!,2003,Action,0.1,0.04,0,0,0.14
9183,Desire,1997,Adventure,0,0,0.14,0,0.14
9184,Valhalla Knights: Eldar Saga,2009,Role-Playing,0.1,0.01,0.01,0.01,0.14
9185,Lips: I Love The 80s,2010,Misc,0,0.12,0,0.02,0.14
9186,Monster Hunter Diary: Poka Poka Airou Village DX,2015,Action,0,0,0.14,0,0.14
9187,Frank Thomas Big Hurt Baseball,1996,Sports,0.08,0.05,0,0.01,0.14
9188,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005,Platform,0.1,0.04,0,0,0.14
9189,Power Pro Kun Pocket 8,2005,Sports,0,0,0.14,0,0.14
9190,Sid Meier's Pirates!,2005,Strategy,0.11,0.03,0,0.01,0.14
9191,Enclave,2002,Adventure,0.11,0.03,0,0.01,0.14
9192,Bottom of the 9th,1996,Sports,0.08,0.05,0,0.01,0.14
9193,Pro Yaky? Spirits 2014,2014,Sports,0,0,0.14,0,0.14
9194,Dino Crisis 3,2003,Action,0.08,0.03,0.03,0,0.14
9195,Syberia,2008,Action,0.1,0.02,0,0.01,0.14
9196,Zoobles! Spring to Life!,2011,Misc,0.1,0.02,0,0.01,0.14
9197,NFL Blitz 20-03,2002,Sports,0.11,0.03,0,0,0.14
9198,The King of Fighters '94 (CD),1993,Fighting,0,0,0.14,0,0.14
9199,The Walking Dead: Season Two,2014,Adventure,0.08,0.05,0,0.01,0.14
9200,Master Jin Jin's IQ Challenge,2006,Misc,0.13,0,0,0.01,0.14
9201,The Darkness II,2012,Shooter,0.1,0.03,0,0.01,0.14
9202,Create,2010,Action,0.1,0.03,0,0.01,0.14
9203,Karaoke Revolution Glee: Volume 3,2011,Misc,0.13,0,0,0.01,0.14
9204,Barbie Explorer,2001,Platform,0.08,0.05,0,0.01,0.14
9205,Rango: The Video Game,2011,Action,0.08,0.04,0,0.01,0.14
9206,Disney's Chicken Little,2005,Platform,0.1,0.03,0,0,0.14
9207,Power Gig: Rise of the SixString,2010,Misc,0.13,0,0,0.01,0.14
9208,Transformers: Prime,2012,Action,0.09,0.03,0,0.01,0.14
9209,Agile Warrior F-111X,1995,Simulation,0.08,0.05,0,0.01,0.14
9210,NCIS,2011,Adventure,0.1,0.03,0,0.01,0.14
9211,Jikkyou Powerful Pro Yakyuu Wii,2007,Sports,0,0,0.14,0,0.14
9212,Reality Fighters,2012,Fighting,0.06,0.06,0,0.03,0.14
9213,Dynasty Warriors 7: Empires,2012,Action,0,0,0.14,0,0.14
9214,Cabela's African Safari,2006,Sports,0.13,0,0,0.01,0.14
9215,Ben 10 Galactic Racing,2011,Racing,0.1,0.03,0,0.01,0.14
9216,College Hoops 2K8,2007,Sports,0.13,0,0,0.01,0.14
9217,Super Puzzle Fighter II Turbo,1996,Puzzle,0.08,0.05,0,0.01,0.14
9218,Ninjatown,2008,Strategy,0.12,0,0,0.01,0.14
9219,Star Wars: Jedi Power Battles,2002,Action,0.1,0.04,0,0,0.14
9220,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,2002,Fighting,0.04,0.01,0.08,0,0.14
9221,Hard Rock Casino,2007,Misc,0.12,0,0,0.01,0.14
9222,Space Venus starring Morning Musume,2001,Misc,0,0,0.14,0,0.14
9223,To Heart,1999,Adventure,0,0,0.13,0.01,0.14
9224,Wild ARMs XF,2007,Role-Playing,0.07,0,0.06,0.01,0.14
9225,Doukyuusei,1995,Adventure,0,0,0.14,0,0.14
9226,RockMan & Forte,1998,Platform,0,0,0.14,0,0.14
9227,Persona 4: Arena Ultimax,2014,Fighting,0,0.01,0.13,0,0.14
9228,NBA 2K13,2012,Sports,0.08,0.04,0,0.01,0.14
9229,Science Papa,2009,Misc,0.12,0.01,0,0.01,0.14
9230,Yu-Gi-Oh! Nightmare Troubadour (JP sales),2005,Action,0,0.04,0.1,0,0.14
9231,MySims Collection,2010,Misc,0.13,0,0,0.01,0.14
9232,Cities: Skylines,2015,Simulation,0,0.13,0,0.01,0.14
9233,Football Manager 2012,2011,Sports,0,0.1,0,0.04,0.14
9234,Ape Escape Academy (jp sales),2004,Misc,0,0,0.13,0,0.14
9235,FIFA 06 Soccer,2005,Sports,0.11,0.03,0,0,0.14
9236,Rayman Arena,2002,Racing,0.11,0.03,0,0,0.14
9237,PaRappa The Rapper,2006,Misc,0.1,0,0.02,0.01,0.14
9238,4x4 EVO 2,2002,Racing,0.11,0.03,0,0,0.14
9239,X-Blades,2009,Action,0.07,0.03,0.02,0.02,0.14
9240,Pro Yakyuu Netsu Star 2006,2006,Sports,0,0,0.14,0,0.14
9241,The History Channel: Civil War - A Nation Divided,2006,Shooter,0.13,0,0,0.01,0.14
9242,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,2010,Role-Playing,0.07,0,0.06,0.01,0.14
9243,Cyber Sled,1995,Action,0,0,0.13,0.01,0.14
9244,Puyo Puyo!! 20th Anniversary,2011,Puzzle,0,0,0.14,0,0.14
9245,Famista Returns,2015,Sports,0,0,0.14,0,0.14
9246,Bust-A-Move Deluxe,2006,Puzzle,0.13,0,0,0.01,0.14
9247,I Spy: Universe,2010,Puzzle,0.13,0,0,0.01,0.14
9248,Shining Soul,2002,Role-Playing,0.03,0.01,0.09,0,0.14
9249,Littlest Pet Shop: Spring,2009,Simulation,0.12,0,0,0.01,0.14
9250,The Amazing Race,2010,Misc,0.13,0,0,0.01,0.14
9251,Alvin and the Chipmunks,2007,Misc,0.12,0,0,0.01,0.14
9252,Far Cry: Primal,2016,Action,0.04,0.09,0,0.01,0.14
9253,Bejeweled 3,2007,Puzzle,0.13,0,0,0.01,0.14
9254,Need for Speed Underground 2,2005,Racing,0.11,0.02,0,0.01,0.14
9255,Dead Rising 2,2010,Action,0.1,0.02,0,0.01,0.14
9256,Let's Cheer,2011,Misc,0.12,0,0,0.01,0.14
9257,Happy Feet,2006,Action,0.12,0,0,0.01,0.14
9258,In the Hunt,1995,Shooter,0.03,0.02,0.07,0.01,0.14
9259,Daytona USA Championship Circuit Edition,1995,Racing,0,0,0.14,0,0.14
9260,Major League Baseball 2K8,2008,Sports,0.13,0,0,0.01,0.14
9261,Marvel vs. Capcom 2: New Age of Heroes,2002,Fighting,0.09,0.03,0.01,0,0.14
9262,SNK vs. Capcom: The Match of the Millennium,2006,Fighting,0,0.02,0,0.12,0.14
9263,BlazBlue: Chrono Phantasma Extend,2015,Action,0.07,0.03,0.02,0.02,0.14
9264,Alone in the Dark: Inferno,2008,Adventure,0.09,0.03,0,0.02,0.14
9265,Rogue Warrior,2009,Shooter,0.11,0.02,0,0.01,0.14
9266,Singstar: Ultimate Party,2014,Misc,0,0.12,0,0.02,0.14
9267,The X-Factor,2010,Misc,0,0.1,0,0.03,0.14
9268,Fear Factor: Unleashed,2004,Action,0.1,0.04,0,0,0.14
9269,Avatar: The Last Airbender - The Burning Earth,2007,Action,0.11,0.01,0,0.01,0.14
9270,Vampire Moon: The Mystery of the Hidden Sun,2010,Adventure,0.12,0.01,0,0.01,0.14
9271,Paws & Claws: Pet Vet 2,2007,Simulation,0.13,0,0,0.01,0.14
9272,G.I. Joe: The Rise of Cobra,2009,Action,0.11,0.01,0,0.01,0.14
9273,Football Manager 2014,2013,Sports,0,0.1,0,0.04,0.14
9274,BIT.TRIP SAGA,2011,Misc,0.09,0.04,0,0.01,0.14
9275,Touch My Katamari,2011,Puzzle,0.08,0.04,0,0.02,0.14
9276,MotoGP '06,2006,Racing,0.11,0.01,0,0.01,0.14
9277,Houshinengi,1998,Strategy,0,0,0.13,0.01,0.14
9278,7th Dragon,2009,Role-Playing,0,0,0.14,0,0.14
9279,Pet Pals: Animal Doctor,2008,Simulation,0.13,0,0,0.01,0.14
9280,LEGO Island Xtreme Stunts,2002,Racing,0.1,0.04,0,0,0.14
9281,Cruise Ship Vacation Games,2009,Puzzle,0.13,0,0,0.01,0.14
9282,Yu-Gi-Oh! GX: Tag Force,2006,Strategy,0.09,0.03,0,0.02,0.14
9283,Gourmet Chef: Cook Your Way to Fame,2008,Misc,0.13,0,0,0.01,0.14
9284,Learn Math,2009,Puzzle,0.13,0,0,0.01,0.14
9285,Nitrobike,2008,Racing,0.11,0.01,0,0.01,0.14
9286,Magnetica,2006,Puzzle,0.08,0.01,0.03,0.01,0.14
9287,World Soccer Winning Eleven 9 Bonus Pack,2006,Sports,0,0,0.14,0,0.14
9288,UEFA Euro 2004: Portugal,2004,Sports,0.07,0.05,0,0.02,0.14
9289,Hot Wheels: World Race,2003,Racing,0.1,0.04,0,0,0.14
9290,MLB 14: The Show,2014,Sports,0.11,0,0,0.02,0.14
9291,Dragon Age Origins: Awakening,2010,Role-Playing,0.01,0.1,0,0.02,0.14
9292,Scene It? Bright Lights! Big Screen!,2009,Misc,0.12,0,0,0.01,0.14
9293,NBA Jam,2003,Sports,0.1,0.03,0,0,0.14
9294,Shining Resonance,2014,Role-Playing,0,0,0.14,0,0.14
9295,World Tour Soccer 2002,2001,Sports,0.07,0.05,0,0.02,0.14
9296,Interactive Sampler Disc 6,1997,Misc,0.08,0.05,0,0.01,0.14
9297,Let's Play Ballerina,2010,Sports,0.13,0,0,0.01,0.14
9298,Wild Earth: African Safari,2008,Simulation,0.11,0.02,0,0.01,0.14
9299,Apex,2003,Racing,0.1,0.03,0,0,0.14
9300,Kamen Rider Battle: Ganbaride,2010,Strategy,0,0,0.14,0,0.14
9301,Tomb Raider: The Prophecy,2002,Action,0.1,0.04,0,0,0.14
9302,Vampire Night,2001,Shooter,0.07,0.05,0,0.02,0.14
9303,Kororinpa: Marble Mania,2006,Puzzle,0.08,0.02,0.03,0.01,0.14
9304,Open Season,2006,Platform,0.12,0,0,0.01,0.14
9305,Guilty Gear,1998,Fighting,0.03,0.02,0.07,0.01,0.14
9306,Battlefield: Hardline,2015,Shooter,0,0.13,0,0.01,0.14
9307,Game Party: Champions,2012,Action,0.09,0.03,0,0.01,0.14
9308,Divinity II: The Dragon Knight Saga,2010,Role-Playing,0.11,0.02,0,0.01,0.14
9309,World Championship Poker 2: Featuring Howard Lederer,2005,Misc,0.12,0,0,0.01,0.14
9310,Mary-Kate and Ashley: Crush Course,2001,Action,0.08,0.05,0,0.01,0.14
9311,NHL Breakaway 98,1996,Sports,0.08,0.05,0,0.01,0.14
9312,Disney's Cinderella: Magical Dreams,2007,Platform,0.1,0.04,0,0,0.14
9313,Top Shot Arcade,2011,Shooter,0.13,0,0,0.01,0.14
9314,Imagine: Fashion Stylist,2010,Simulation,0.13,0,0,0.01,0.14
9315,Pro Evolution Soccer 2015,2014,Sports,0.02,0.1,0,0.01,0.14
9316,Red Orchestra 2: Heroes of Stalingrad,2011,Shooter,0.04,0.07,0,0.02,0.14
9317,Tiger Woods PGA Tour 2005,2004,Sports,0.1,0.03,0,0,0.14
9318,Deepak Chopra's Leela,2011,Misc,0.11,0.01,0,0.01,0.14
9319,Tom Clancy's Ghost Recon,2010,Shooter,0.11,0.01,0,0.01,0.14
9320,007: Quantum of Solace,2008,Action,0.11,0.01,0,0.01,0.14
9321,Salt Lake 2002,2002,Sports,0.07,0.05,0,0.02,0.14
9322,ESPN MLB Baseball,2004,Sports,0.1,0.03,0,0,0.14
9323,NCIS,2011,Adventure,0.08,0.04,0,0.01,0.14
9324,Little League World Series Baseball 2009,2009,Sports,0.13,0,0,0.01,0.14
9325,Gladius,2003,Strategy,0.1,0.03,0,0,0.14
9326,Legends of Wrestling,2002,Fighting,0.1,0.03,0,0,0.14
9327,Queen's Gate: Spiral Chaos,2011,Role-Playing,0,0,0.14,0,0.14
9328,Nayuta no Kiseki,2012,Action,0,0,0.14,0,0.14
9329,Back At The Barnyard: Slop Bucket Games,2008,Sports,0.12,0,0,0.01,0.14
9330,Quick Yoga Training,2008,Misc,0.13,0,0,0.01,0.14
9331,Fashion Studio: Paris Collection,2009,Misc,0.13,0,0,0.01,0.13
9332,Legendary,2008,Shooter,0.08,0.03,0,0.02,0.13
9333,Spy Hunter 2,2003,Racing,0.1,0.03,0,0,0.13
9334,Peppa Pig: Fun and Games,2010,Misc,0,0.12,0,0.02,0.13
9335,Backyard Soccer,2001,Sports,0.07,0.05,0,0.01,0.13
9336,Final Fantasy XI: Rise of the Zilart,2003,Role-Playing,0,0,0.13,0,0.13
9337,James Bond 007: Nightfire,2003,Shooter,0.1,0.04,0,0,0.13
9338,Nobunaga no Yabou: Tendou,2010,Strategy,0,0,0.13,0,0.13
9339,Medalot 7,2012,Action,0,0,0.13,0,0.13
9340,Bio FREAKS,1998,Action,0.07,0.05,0,0.01,0.13
9341,Castlevania Chronicles,2001,Platform,0.07,0.05,0,0.01,0.13
9342,Suzumiya Haruhi no Tomadoi,2008,Adventure,0,0,0.13,0,0.13
9343,MLB Power Pros 2008,2008,Sports,0.12,0,0.01,0.01,0.13
9344,NHL 2K8,2007,Sports,0.11,0.01,0,0.01,0.13
9345,Dokapon Kingdom,2008,Role-Playing,0.12,0,0,0.01,0.13
9346,Bratz,2002,Platform,0.1,0.04,0,0,0.13
9347,Go Play: Circus Star,2009,Action,0.12,0,0,0.01,0.13
9348,King Arthur,2004,Action,0.07,0.05,0,0.02,0.13
9349,Winter Stars,2011,Sports,0.06,0.07,0,0.01,0.13
9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,2005,Misc,0,0,0.13,0,0.13
9351,The Guy Game,2004,Misc,0.07,0.05,0,0.02,0.13
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,2006,Action,0,0,0.13,0,0.13
9353,Blade II,2002,Action,0.1,0.03,0,0,0.13
9354,Suikoden: Tsumugareshi Hyakunen no Toki,2012,Role-Playing,0,0,0.13,0,0.13
9355,Baseball Advance,2002,Sports,0.1,0.04,0,0,0.13
9356,Shonen Jump's One Piece: Grand Battle,2005,Fighting,0.07,0.05,0,0.02,0.13
9357,Retro Atari Classics,2005,Misc,0.12,0,0,0.01,0.13
9358,NHL 2K9,2008,Sports,0.11,0.01,0,0.01,0.13
9359,Pro Yaky? Spirits 6,2009,Sports,0,0,0.13,0,0.13
9360,Freddi Fish: ABC under the sea,2008,Misc,0.13,0,0,0.01,0.13
9361,Puzzle Kingdoms,2009,Puzzle,0.12,0,0,0.01,0.13
9362,Shovel Knight,2015,Platform,0.07,0.04,0.01,0.01,0.13
9363,Hyperdimension Idol Neptunia PP,2013,Misc,0.04,0.03,0.04,0.02,0.13
9364,Paperboy / Rampage,2005,Misc,0.1,0.04,0,0,0.13
9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,2010,Role-Playing,0,0,0.13,0,0.13
9366,Ben 10 Galactic Racing,2011,Racing,0.07,0.06,0,0.01,0.13
9367,Sentou Kokka Air Land Battle,1995,Strategy,0,0,0.13,0.01,0.13
9368,NTRA Breeders' Cup World Thoroughbred Championships,2005,Simulation,0.07,0.05,0,0.02,0.13
9369,Tak 2: The Staff of Dreams,2004,Platform,0.1,0.03,0,0,0.13
9370,Hulk Hogan's Main Event,2011,Fighting,0.1,0.02,0,0.01,0.13
9371,Transformers: Devastation,2015,Action,0.09,0.03,0,0.01,0.13
9372,Euro Truck Simulator 2,2012,Action,0,0.12,0,0.02,0.13
9373,DmC: Devil May Cry,2015,Action,0.08,0.04,0,0.01,0.13
9374,WipeOut 3 The Game,2012,Action,0.12,0,0,0.01,0.13
9375,Ys: The Ark of Napishtim,2005,Role-Playing,0.07,0.05,0,0.02,0.13
9376,Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,0.12,0,0,0.01,0.13
9377,Brain Assist,2007,Misc,0.12,0,0,0.01,0.13
9378,Azure Dreams,1997,Role-Playing,0.07,0.05,0,0.01,0.13
9379,Rumble Roses XX,2006,Fighting,0.07,0.01,0.04,0.01,0.13
9380,Space Camp,2009,Action,0.12,0,0,0.01,0.13
9381,SingStar Latino,2007,Misc,0.07,0.05,0,0.02,0.13
9382,Bakugan: Battle Trainer,2010,Action,0.12,0,0,0.01,0.13
9383,Phantom Brave: We Meet Again,2009,Role-Playing,0.12,0,0.01,0.01,0.13
9384,Monster Rancher DS,2008,Role-Playing,0.08,0,0.05,0.01,0.13
9385,Kurt Warner's Arena Football Unleashed,2000,Sports,0.07,0.05,0,0.01,0.13
9386,Suite PreCure: Melody Collection,2011,Misc,0,0,0.13,0,0.13
9387,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,2008,Role-Playing,0.07,0.05,0,0.02,0.13
9388,NHL 2K9,2008,Sports,0.07,0.05,0,0.02,0.13
9389,Venetica,2010,Role-Playing,0.09,0.03,0,0.01,0.13
9390,Disney's Kim Possible: Kimmunicator,2005,Platform,0.11,0.01,0,0.01,0.13
9391,James Bond 007: Legends,2012,Shooter,0.07,0.05,0,0.01,0.13
9392,Rogue Ops,2003,Action,0.1,0.03,0,0,0.13
9393,NBA Hoopz,2001,Sports,0.07,0.05,0,0.01,0.13
9394,Transworld Surf,2007,Sports,0.1,0.03,0,0,0.13
9395,Rugby 15,2015,Sports,0.02,0.09,0,0.02,0.13
9396,MLB 11: The Show,2011,Sports,0.06,0.05,0,0.02,0.13
9397,Castrol Honda Superbike Racing,1998,Racing,0.07,0.05,0,0.01,0.13
9398,History Civil War: Secret Missions,2008,Shooter,0.12,0,0,0.01,0.13
9399,Army Men: Green Rogue,2001,Action,0.06,0.05,0,0.02,0.13
9400,My Spanish Coach,2008,Misc,0.12,0,0,0.01,0.13
9401,Chessmaster,2004,Misc,0.1,0.03,0,0,0.13
9402,Over the Hedge: Hammy Goes Nuts!,2006,Platform,0.12,0,0,0.01,0.13
9403,Fatal Inertia,2007,Racing,0.12,0,0,0.01,0.13
9404,Superman: The Man of Steel,2002,Action,0.1,0.03,0,0,0.13
9405,Ken to Mahou to Gakuen Mono. 3,2010,Role-Playing,0,0,0.13,0,0.13
9406,Greg Hastings Paintball 2,2010,Shooter,0.12,0,0,0.01,0.13
9407,The Flintstones: Bedrock Bowling,2000,Sports,0.07,0.05,0,0.01,0.13
9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,2014,Adventure,0.08,0.04,0,0.01,0.13
9409,NHL 2003,2002,Sports,0.1,0.03,0,0,0.13
9410,Chicken Run,2000,Adventure,0.07,0.05,0,0.01,0.13
9411,Scene It? Bright Lights! Big Screen!,2009,Misc,0.1,0.01,0,0.01,0.13
9412,My Baby: First Steps,2009,Simulation,0.12,0,0,0.01,0.13
9413,Pro Baseball Spirits 2015,2015,Action,0,0,0.13,0,0.13
9414,Shining Force III,1997,Strategy,0,0,0.13,0,0.13
9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,2011,Sports,0,0,0.13,0,0.13
9416,Tales of the Heroes: Twin Brave,2012,Role-Playing,0,0,0.13,0,0.13
9417,WWE Survivor Series,2004,Fighting,0.09,0.04,0,0,0.13
9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,2006,Action,0,0,0.13,0,0.13
9419,Super Robot Wars BX,2015,Action,0,0,0.13,0,0.13
9420,Persona 4: Arena,2012,Fighting,0.08,0.02,0.03,0.01,0.13
9421,Tomb Raider: Legend,2006,Action,0.1,0.03,0,0,0.13
9422,Nagano Winter Olympics '98,1997,Sports,0.07,0.05,0,0.01,0.13
9423,Destroy All Humans! Path of the Furon,2008,Action,0.08,0.04,0,0.01,0.13
9424,Winning Post 5,2001,Sports,0,0,0.13,0,0.13
9425,Star Wars: Lethal Alliance,2006,Action,0.11,0.01,0,0.01,0.13
9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,2010,Adventure,0.08,0.04,0,0.01,0.13
9427,All Star Cheer Squad 2,2009,Sports,0.12,0,0,0.01,0.13
9428,Frogger Beyond,2002,Platform,0.1,0.03,0,0,0.13
9429,RPG Maker II,2002,Role-Playing,0.06,0.05,0,0.02,0.13
9430,Resident Evil: Revelations 2,2015,Action,0.01,0.05,0.06,0.01,0.13
9431,SpongeBob's Surf & Skate Roadtrip,2011,Action,0.11,0.02,0,0.01,0.13
9432,Destruction Derby Arenas,2004,Racing,0.06,0.05,0,0.02,0.13
9433,Cabela's Dangerous Hunts 2009,2008,Sports,0.12,0,0,0.01,0.13
9434,The Unholy War,1998,Strategy,0.07,0.05,0,0.01,0.13
9435,Chuck E. Cheese's Game Room,2010,Misc,0.12,0,0,0.01,0.13
9436,Wantame Music Channel: Doko Demo Style,2007,Misc,0,0,0.13,0,0.13
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,2005,Platform,0.09,0.03,0,0,0.13
9438,Shaman King: Power of Spirit,2004,Adventure,0.06,0.05,0,0.02,0.13
9439,Eat Lead: The Return of Matt Hazard,2009,Shooter,0.09,0.02,0,0.01,0.13
9440,Attack on Titan (KOEI),2016,Action,0,0,0.13,0,0.13
9441,Soccer Tsuku DS: World Challenge 2010,2010,Sports,0,0,0.13,0,0.13
9442,Family Fortunes,2009,Misc,0,0.12,0,0.01,0.13
9443,Megamind: The Blue Defender,2010,Adventure,0.08,0.03,0,0.02,0.13
9444,Contra III: The Alien Wars,1992,Shooter,0,0,0.13,0,0.13
9445,Dead to Rights: Reckoning,2005,Shooter,0.12,0,0,0.01,0.13
9446,The BIGS 2,2009,Sports,0.12,0,0,0.01,0.13
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,2011,Role-Playing,0,0,0.13,0,0.13
9448,Amagami,2009,Adventure,0,0,0.13,0,0.13
9449,Diablo II,2000,Role-Playing,0.01,0.09,0,0.02,0.13
9450,How to Train Your Dragon 2,2014,Adventure,0.03,0.08,0,0.02,0.13
9451,NBA 08,2007,Sports,0.12,0,0,0.01,0.13
9452,The Smurfs 2,2013,Platform,0.03,0.09,0,0.01,0.13
9453,NeverDead,2012,Shooter,0.06,0.04,0.01,0.02,0.13
9454,No Fear Downhill Mountain Biking,1998,Sports,0.07,0.05,0,0.01,0.13
9455,Fire ProWrestling,2001,Fighting,0.09,0.03,0,0,0.13
9456,Eternal Poison (JP sales),2008,Role-Playing,0,0,0.13,0,0.13
9457,Mission: Impossible - Operation Surma,2003,Platform,0.1,0.03,0,0,0.13
9458,Naruto Shippuden: Kizuna Drive,2010,Action,0.04,0.02,0.05,0.02,0.13
9459,The IdolM@ster: One for All,2014,Misc,0,0,0.13,0,0.13
9460,MX 2002 Featuring Ricky Carmichael,2001,Racing,0.1,0.03,0,0,0.13
9461,Indianapolis 500 Legends,2007,Racing,0.12,0,0,0.01,0.13
9462,Romance of the Three Kingdoms IV: Wall of Fire,1995,Strategy,0.05,0.03,0.04,0.01,0.13
9463,Illusion of Gaia,1993,Role-Playing,0,0,0.13,0,0.13
9464,Steel Battalion: Heavy Armor,2012,Misc,0.08,0.03,0.02,0.01,0.13
9465,Academy of Champions: Soccer,2009,Sports,0.1,0.02,0,0.01,0.13
9466,Mega Man Anniversary Collection,2005,Platform,0.1,0.03,0,0,0.13
9467,Disney Princess: Enchanting Storybooks,2011,Misc,0.08,0.04,0,0.01,0.13
9468,Sally's Salon,2008,Simulation,0.12,0,0,0.01,0.13
9469,The Oregon Trail,2011,Simulation,0.12,0,0,0.01,0.13
9470,Disruptor,1995,Shooter,0.07,0.05,0,0.01,0.13
9471,NBA Ballers: Chosen One,2008,Sports,0.12,0,0,0.01,0.13
9472,Lovely Lisa and Friends,2010,Simulation,0.12,0,0,0.01,0.13
9473,Hasbro Family Fun Pack,2015,Misc,0.1,0.02,0,0.01,0.13
9474,Shrek Smash n' Crash Racing,2006,Racing,0.1,0.03,0,0,0.13
9475,Under Night In-Birth,2014,Fighting,0.06,0.02,0.04,0.02,0.13
9476,Drakengard 2,2005,Role-Playing,0.06,0.05,0,0.02,0.13
9477,Street Fighter IV,2007,Fighting,0.07,0.04,0,0.02,0.13
9478,Grand Knights History,2011,Role-Playing,0,0,0.13,0,0.13
9479,Harvest Moon DS (jp sales),2005,Simulation,0,0,0.13,0,0.13
9480,Summon Night: Twin Age,2007,Role-Playing,0.07,0,0.05,0.01,0.13
9481,Sin and Punishment,2000,Shooter,0,0,0.13,0,0.13
9482,NBA Jam 2000,1999,Sports,0.12,0.01,0,0,0.13
9483,Castlevania: Legacy of Darkness,1999,Platform,0.06,0.02,0.05,0,0.13
9484,Just Dance: Disney Party,2012,Misc,0.01,0.1,0,0.02,0.13
9485,Cabela's Alaskan Adventure,2006,Sports,0.12,0,0,0.01,0.13
9486,Rango: The Video Game,2011,Action,0.06,0.06,0,0.01,0.13
9487,Shrek Super Party,2002,Misc,0.1,0.03,0,0,0.13
9488,Sonic Riders,2006,Racing,0.1,0.03,0,0,0.13
9489,Shimano Xtreme Fishing,2009,Sports,0.12,0,0,0.01,0.13
